season,team,conference,division,expected_wins,sim_expected_wins,wins_p10,wins_p90,playoff_prob,division_title_prob,super_bowl_win_prob,points_for,points_against,point_diff,pass_yards_allowed,rush_yards_allowed,ints_forced,sacks,takeaways,ppg,pa_pg
2026,NE,AFC,AFC East,8.7349,10.0109,6,12,0.411485,0.246644,0.027925,370.74,363.09,7.64,3822.4,1865.3,10.86,36.58,10.86,21.808,21.358
2026,TB,NFC,NFC South,8.7036,8.454,6,12,0.401284,0.316814,0.027063,377.3,370.67,6.63,3994.3,1858.0,11.09,35.77,11.09,22.194,21.804
2026,NO,NFC,NFC South,8.6942,8.846,6,12,0.39823,0.313841,0.026809,359.29,353.31,5.98,3776.3,1810.2,10.85,36.79,10.85,21.135,20.783
2026,LAC,AFC,AFC West,8.6768,8.5488,6,12,0.39263,0.190469,0.026348,371.29,365.74,5.56,3965.7,1822.2,11.35,37.0,11.35,21.841,21.514
2026,CIN,AFC,AFC North,8.6174,7.2229,6,12,0.373678,0.219492,0.024829,378.67,375.2,3.47,3893.6,1902.7,10.38,34.16,10.38,22.275,22.071
2026,SF,NFC,NFC West,8.6138,8.6106,6,12,0.372529,0.121519,0.024738,386.68,383.28,3.4,4156.7,1883.5,11.15,34.83,11.15,22.746,22.546
2026,ATL,NFC,NFC South,8.5532,8.8605,6,12,0.353614,0.272569,0.023284,365.95,364.91,1.04,3883.4,1851.6,10.91,36.15,10.91,21.526,21.465
2026,PHI,NFC,NFC East,8.3248,10.3663,5,11,0.286677,0.241282,0.018529,359.87,367.06,-7.19,3892.8,1878.9,11.17,37.31,11.17,21.169,21.592
2026,NYG,NFC,NFC East,8.2012,7.0688,5,11,0.253802,0.213229,0.016374,373.61,385.77,-12.16,4064.8,1934.5,10.87,34.86,10.87,21.977,22.693
2026,CLE,AFC,AFC North,7.9861,8.6905,5,11,0.20281,0.116739,0.013205,330.66,348.79,-18.13,3795.3,1761.6,11.19,37.61,11.19,19.451,20.517
2026,PIT,AFC,AFC North,7.8154,8.2314,5,11,0.168085,0.09842,0.011133,344.62,369.74,-25.12,3941.6,1861.2,10.96,35.74,10.96,20.272,21.75
2026,WAS,NFC,NFC East,7.6042,6.5665,5,11,0.131892,0.117379,0.009014,357.61,391.86,-34.25,4181.2,1944.6,10.99,34.22,10.99,21.036,23.05
2026,CAR,NFC,NFC South,7.5177,6.5478,5,11,0.119087,0.096776,0.008267,342.34,378.39,-36.06,3978.4,1915.6,10.86,35.21,10.86,20.137,22.258
2026,MIN,NFC,NFC North,7.3701,8.2107,4,10,0.099714,0.049774,0.007132,323.42,362.83,-39.41,3694.1,1917.1,10.68,37.59,10.68,19.025,21.343
2026,MIA,AFC,AFC East,7.3086,6.1733,4,10,0.092505,0.059239,0.006707,341.31,385.28,-43.98,4039.0,1947.3,10.71,34.5,10.71,20.077,22.664
2026,TEN,AFC,AFC South,7.2345,5.9243,4,10,0.084445,0.049334,0.006228,333.22,378.98,-45.76,3971.1,1918.0,10.67,34.75,10.67,19.601,22.293
2026,NYJ,AFC,AFC East,7.0451,4.7735,4,10,0.066664,0.045518,0.005153,327.46,379.68,-52.22,4014.8,1903.3,10.61,34.13,10.61,19.263,22.334
2026,ARI,NFC,NFC West,7.0209,6.4116,4,10,0.064661,0.02471,0.00503,338.61,393.57,-54.96,4175.9,1957.8,11.13,34.8,11.13,19.918,23.151
2026,LV,AFC,AFC West,6.6486,5.8804,4,10,0.040141,0.02506,0.003467,310.41,374.91,-64.5,4120.9,1843.8,11.39,35.7,11.39,18.259,22.053
