season,team,conference,division,expected_wins,sim_expected_wins,wins_p10,wins_p90,playoff_prob,division_title_prob,super_bowl_win_prob,points_for,points_against,point_diff,pass_yards_allowed,rush_yards_allowed,ints_forced,sacks,takeaways,ppg,pa_pg
2026,MIN,NFC,NFC North,4.0593,6.3382,1,7,0.001267,0.00011,1.4e-05,282.65,328.3,-45.64,3961.2,1959.6,7.27,47.38,7.27,16.627,19.312
2026,NO,NFC,NFC South,4.0572,6.3382,1,7,0.001263,0.000194,1.4e-05,282.6,328.35,-45.75,3996.0,1959.6,7.27,47.38,7.27,16.624,19.315
2026,PIT,AFC,AFC North,4.0571,6.3382,1,7,0.001263,0.000188,1.4e-05,282.61,328.37,-45.76,4043.7,1944.6,7.23,25.83,7.23,16.624,19.316
2026,CLE,AFC,AFC North,4.041,6.3382,1,7,0.001236,0.000185,1.4e-05,282.66,329.36,-46.7,3919.9,2091.8,15.12,47.38,15.12,16.627,19.374
2026,LAC,AFC,AFC West,4.0166,6.3382,1,7,0.001196,0.000106,1.4e-05,282.71,330.93,-48.23,3983.9,2121.8,15.12,47.38,15.12,16.63,19.467
2026,ARI,NFC,NFC West,3.7403,4.1199,1,7,0.000824,9e-05,1e-05,282.6,424.04,-141.44,3823.0,1908.6,15.12,25.83,15.12,16.623,24.943
2026,LV,AFC,AFC West,3.74,4.1199,1,7,0.000824,8e-05,1e-05,282.65,424.57,-141.92,3939.1,1974.5,15.12,25.83,15.12,16.626,24.975
2026,NYJ,AFC,AFC East,3.74,4.1199,1,7,0.000824,7.1e-05,1e-05,282.63,424.58,-141.94,4079.5,1909.9,7.27,25.83,7.27,16.625,24.975
2026,TEN,AFC,AFC South,3.74,4.1199,1,7,0.000824,4.8e-05,1e-05,282.61,424.56,-141.96,3970.3,1944.6,7.27,25.83,7.27,16.624,24.974
2026,CAR,NFC,NFC South,3.7399,4.1199,1,7,0.000823,0.000141,1e-05,282.6,424.67,-142.07,3886.5,2045.6,7.27,25.83,7.27,16.623,24.981
2026,MIA,AFC,AFC East,3.7399,4.1199,1,7,0.000823,7.1e-05,1e-05,282.64,424.76,-142.12,4004.9,2134.1,7.27,25.83,7.27,16.626,24.986
