season,week,game_id,team,player_id,player_uid,player_name,position,model_version,pass_yards_mean,rush_yards_mean,receiving_yards_mean,receptions_mean,pass_tds_mean,rush_tds_mean,rec_tds_mean,anytime_td_prob
2025,1,2025_01_MIN_CHI,CHI,00-0040126,20e5eda2-e6a7-45e5-8ed5-958a5d49a8ae,C.Loveland,TE,nfl-player-v1,0,0,8.059,0.935,0,0,0,0.005
2025,1,2025_01_MIN_CHI,CHI,00-0039918,d3372f7c-27eb-47ac-9d90-facef898a40f,C.Williams,QB,nfl-player-v1,125.591,7.627,0,0,0.903,0.072,0,0.0693
2025,1,2025_01_MIN_CHI,CHI,00-0034827,d366aedd-7ef1-47c6-a3bb-637a4559f332,D.Moore,WR,nfl-player-v1,0,0.952,13.9,1.545,0,0,0,0.005
2025,1,2025_01_MIN_CHI,CHI,00-0036275,49aefcdc-6cec-4beb-84e1-ba08880d15d6,D.Swift,RB,nfl-player-v1,0,47.595,6.564,1.026,0,0.321,0.014,0.2845
2025,1,2025_01_MIN_CHI,CHI,00-0040236,08e87151-52f8-40cb-a625-42c1703b9eec,K.Monangai,RB,nfl-player-v1,0,6.45,3.358,0.552,0,0,0,0.005
2025,1,2025_01_MIN_CHI,CHI,00-0040735,7f3e9ce8-9c8d-4d38-b381-3e43b24bf041,L.Burden,WR,nfl-player-v1,0,0,6.311,0.742,0,0,0,0.005
2025,1,2025_01_MIN_CHI,CHI,00-0035208,abb5a044-a3c2-46a1-9fac-b6d0ddf8475b,O.Zaccheaus,WR,nfl-player-v1,0,0,18.116,2.001,0,0,0.047,0.0456
2025,1,2025_01_MIN_CHI,CHI,00-0039919,118470e6-4c10-41fd-9c53-8f079c8747aa,R.Odunze,WR,nfl-player-v1,0,0,23.182,2.502,0,0,0.058,0.0567
2025,1,2025_01_CIN_CLE,CIN,00-0038597,5b052584-0cb1-4079-abf3-1c8954958e62,C.Brown,RB,nfl-player-v1,0,53.328,5.789,0.912,0,1.181,0.041,0.7051
2025,1,2025_01_CIN_CLE,CIN,00-0035631,9505074b-e13e-401f-a269-a589537be748,D.Sample,TE,nfl-player-v1,0,0,6.712,0.789,0,0,0,0.005
2025,1,2025_01_CIN_CLE,CIN,00-0036442,3f58a998-2d1f-4f95-9c81-9ccd5fa0c8ec,J.Burrow,QB,nfl-player-v1,108.998,5.226,0,0,0.682,0,0,0.005
2025,1,2025_01_CIN_CLE,CIN,00-0036900,fa88fc04-ab72-4b44-b18f-196905155362,J.Chase,WR,nfl-player-v1,0,0,17.055,1.889,0,0,0,0.005
2025,1,2025_01_CIN_CLE,CIN,00-0034829,75916bc5-a3af-4067-9720-00cca5c17ac9,M.Gesicki,TE,nfl-player-v1,0,0,11.425,1.303,0,0,0.041,0.0397
2025,1,2025_01_CIN_CLE,CIN,00-0035644,332e37c2-22e4-4511-931e-c30035cb108d,N.Fant,TE,nfl-player-v1,0,0,18.203,1.994,0,0,0.031,0.0305
2025,1,2025_01_CIN_CLE,CIN,00-0033526,8b7e765c-715a-49e2-b062-5527b649c39c,S.Perine,RB,nfl-player-v1,0,6.273,4.575,0.734,0,0,0,0.005
2025,1,2025_01_CIN_CLE,CIN,00-0036410,891d5ad8-ad2b-40a2-bd88-2f4c64d4009a,T.Higgins,WR,nfl-player-v1,0,0,14.902,1.661,0,0,0,0.005
2025,1,2025_01_CIN_CLE,CLE,00-0038979,4621b9ce-6bc7-4652-9414-16ff576216df,C.Tillman,WR,nfl-player-v1,0,0,18.862,2.091,0,0,0.027,0.0263
2025,1,2025_01_CIN_CLE,CLE,00-0033885,7803b6a3-2944-46a1-a2f7-8c64e92fc82d,D.Njoku,TE,nfl-player-v1,0,0,14.351,1.622,0,0,0,0.005
2025,1,2025_01_CIN_CLE,CLE,00-0040162,b934c25d-e16b-4088-ade1-894632b8045f,D.Sampson,RB,nfl-player-v1,0,42.383,8.877,1.361,0,0.623,0.04,0.4844
2025,1,2025_01_CIN_CLE,CLE,00-0040663,62719d0e-0efc-456e-8df8-828cc1cf4abe,H.Fannin,TE,nfl-player-v1,0,0.343,20.799,2.266,0,0,0.029,0.0289
2025,1,2025_01_CIN_CLE,CLE,00-0040782,3193f354-0b23-4321-b879-2e9fcd02ec84,I.Bond,WR,nfl-player-v1,0,0,6.277,0.739,0,0,0,0.005
2025,1,2025_01_CIN_CLE,CLE,00-0026158,371e6c01-3f61-411c-8675-13539221ddc9,J.Flacco,,nfl-player-v1,0,0.7,5.187,0.574,0,0,0,0.005
2025,1,2025_01_CIN_CLE,CLE,00-0037267,3a0091ff-06bf-492a-9528-03ae4f8f866d,J.Ford,RB,nfl-player-v1,0,22.95,3.147,0.519,0,0.177,0.008,0.1685
2025,1,2025_01_CIN_CLE,CLE,00-0036407,c669f87b-fdf2-458b-92b9-5fc841b4bec5,J.Jeudy,WR,nfl-player-v1,0,0,18.47,2.047,0,0,0,0.005
2025,1,2025_01_CIN_CLE,CLE,00-0039379,41a0c66a-cf0b-4519-a28d-a12b879a5031,J.Thrash,WR,nfl-player-v1,0,0,6.277,0.739,0,0,0,0.005
2025,1,2025_01_CIN_CLE,CLE,00-0040466,835436b8-2efa-47c1-b062-5211c94de8d0,R.Sanders,RB,nfl-player-v1,0,14.505,2.484,0.414,0,0.113,0.006,0.1124
2025,1,2025_01_DAL_PHI,DAL,00-0039530,237d3676-845c-4673-a697-e3100108cb0b,B.Spann-Ford,TE,nfl-player-v1,0,0,6.411,0.756,0,0,0,0.005
2025,1,2025_01_DAL_PHI,DAL,00-0036358,c65ab2ea-a913-4981-964e-e6b3c4c5854e,C.Lamb,WR,nfl-player-v1,0,0,35.846,3.717,0,0,0,0.005
2025,1,2025_01_DAL_PHI,DAL,00-0033077,6b202b45-4554-4645-8ff5-4ee830907717,D.Prescott,QB,nfl-player-v1,114.152,4.895,0,0,0.715,0,0,0.005
2025,1,2025_01_DAL_PHI,DAL,00-0037247,35484e4c-03b7-453e-80fd-be2fa1ac62aa,G.Pickens,WR,nfl-player-v1,0,0,12.316,1.398,0,0,0,0.005
2025,1,2025_01_DAL_PHI,DAL,00-0038041,631385df-a7e6-4eb7-8b2b-e19769a2551f,J.Ferguson,TE,nfl-player-v1,0,0,16.734,1.852,0,0,0,0.005
2025,1,2025_01_DAL_PHI,DAL,00-0037666,68f4a835-6990-4ab8-a10f-db8aa110439f,J.Tolbert,WR,nfl-player-v1,0,0,8.081,0.941,0,0,0.019,0.0186
2025,1,2025_01_DAL_PHI,DAL,00-0036997,75533a5b-1037-45da-a572-2ccf5f61abc0,J.Williams,RB,nfl-player-v1,0,43.294,4.955,0.793,0,0.758,0.027,0.5437
2025,1,2025_01_DAL_PHI,DAL,00-0037801,7bb83a46-749f-471f-9876-9b2893c636f8,K.Turpin,WR,nfl-player-v1,0,0.741,8.44,0.968,0,0,0,0.005
2025,1,2025_01_DAL_PHI,DAL,00-0038547,7df365f8-b808-4ecf-8454-fe5ccbc0e2f4,L.Schoonmaker,TE,nfl-player-v1,0,0,6.276,0.74,0,0,0,0.005
2025,1,2025_01_DAL_PHI,DAL,00-0035243,c14e4813-3a18-43e1-969d-9b47ea13ab2c,M.Sanders,RB,nfl-player-v1,0,15.599,3.257,0.536,0,0.189,0.012,0.1826
